Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Reporting Type]
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","410","Republic of Korea","2015","0.72","2015","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","412","Kosovo","2016","1.60","2016","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","417","Kyrgyzstan","2016","4.49","2016","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","422","Lebanon","2015","3.95","2015","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","426","Lesotho","2015","41.25","2015","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","620","Portugal","2015","0.96","2015","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","626","Timor-Leste","2015","3.95","2015","National Statistical Office","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","630","Puerto Rico","2016","18.51","2016","National Police","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","643","Russian Federation","2015","13.30","2015","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","670","Saint Vincent and the Grenadines","2016","36.46","2016","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","686","Senegal","2015","7.38","2015","World Health Organization","Data in reference to one country but derived from different types of sources should not be compared between them.
","M","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","688","Serbia","2016","1.39","2016","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","690","Seychelles","2016","12.74","2016","National Statistical Office","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","702","Singapore","2015","0.25","2015","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","703","Slovakia","2016","1.05","2016","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","705","Slovenia","2016","0.48","2016","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","710","South Africa","2015","33.77","2015","National Police","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population (victims per 100,000 population)","724","Spain","2016","0.63","2016","United Nations Survey on Crime Trends and Operations of Criminal Justice System","Data in reference to one country but derived from different types of sources should not be compared between them.
","C","PER_100000_POP","G"
